"","ngram","freq","length","less1gram","less1gram_freq","hit_rate","suggest"
"3868","told the",23,"2","told",383,0.0600522193211488,"the"
"3869","told us",23,"2","told",383,0.0600522193211488,"us"
"5028","isnt the",18,"2","isnt",300,0.06,"the"
"19709","and when it",6,"3","and when",100,0.06,"it"
"19902","easy to do",6,"3","easy to",100,0.06,"do"
"19903","easy to see",6,"3","easy to",100,0.06,"see"
"19939","first time it",6,"3","first time",100,0.06,"it"
"20387","know i will",6,"3","know i",100,0.06,"will"
"20470","much of my",6,"3","much of",100,0.06,"my"
"5842","several times",16,"2","several",267,0.0599250936329588,"times"
"2865","night i",29,"2","night",484,0.0599173553719008,"i"
"7402","line and",13,"2","line",217,0.0599078341013825,"and"
"15538","because i am",13,"3","because i",217,0.0599078341013825,"am"
"15539","because i was",13,"3","because i",217,0.0599078341013825,"was"
"9756","girls are",10,"2","girls",167,0.0598802395209581,"are"
"16799","the top and",10,"3","the top",167,0.0598802395209581,"and"
"981","love it",71,"2","love",1186,0.0598650927487352,"it"
"15379","i cant believe",14,"3","i cant",234,0.0598290598290598,"believe"
"793","over to",84,"2","over",1405,0.0597864768683274,"to"
"9057","perhaps you",11,"2","perhaps",184,0.0597826086956522,"you"
"2621","found out",31,"2","found",519,0.0597302504816956,"out"
"13944","will be a",47,"3","will be",787,0.059720457433291,"a"
"8110","looks at",12,"2","looks",201,0.0597014925373134,"at"
"12375","dinner with",8,"2","dinner",134,0.0597014925373134,"with"
"13986","of my favorite",41,"3","of my",687,0.0596797671033479,"favorite"
"5158","weeks of",18,"2","weeks",302,0.0596026490066225,"of"
"11111","image is",9,"2","image",151,0.0596026490066225,"is"
"14265","there are some",28,"3","there are",470,0.0595744680851064,"some"
"6587","child is",14,"2","child",235,0.0595744680851064,"is"
"10557","yourself in",10,"2","yourself",168,0.0595238095238095,"in"
"13828","it is the",78,"3","it is",1311,0.0594965675057208,"the"
"3241","getting to",26,"2","getting",437,0.0594965675057208,"to"
"352","do it",153,"2","do",2572,0.0594867807153966,"it"
"20216","if youre going",6,"3","if youre",101,0.0594059405940594,"going"
"20217","if youre looking",6,"3","if youre",101,0.0594059405940594,"looking"
"20756","tell you the",6,"3","tell you",101,0.0594059405940594,"the"
"20757","tell you what",6,"3","tell you",101,0.0594059405940594,"what"
"21002","to create an",6,"3","to create",101,0.0594059405940594,"an"
"21079","to them the",6,"3","to them",101,0.0594059405940594,"the"
"14678","that we can",20,"3","that we",337,0.0593471810089021,"can"
"288","what you",173,"2","what",2916,0.0593278463648834,"you"
"14068","they are not",35,"3","they are",590,0.0593220338983051,"not"
"19379","to look back",7,"3","to look",118,0.0593220338983051,"back"
"19380","to look for",7,"3","to look",118,0.0593220338983051,"for"
"6299","share it",15,"2","share",253,0.0592885375494071,"it"
"532","no longer",113,"2","no",1906,0.059286463798531,"longer"
"5833","reading it",16,"2","reading",270,0.0592592592592593,"it"
"12059","alone i",8,"2","alone",135,0.0592592592592593,"i"
"12838","million years",8,"2","million",135,0.0592592592592593,"years"
"18348","what the hell",8,"3","what the",135,0.0592592592592593,"hell"
"273","if the",177,"2","if",2987,0.0592567793773016,"the"
"10794","break up",9,"2","break",152,0.0592105263157895,"up"
"14672","part of this",20,"3","part of",338,0.0591715976331361,"this"
"16550","fact that it",10,"3","fact that",169,0.0591715976331361,"it"
"16551","fact that we",10,"3","fact that",169,0.0591715976331361,"we"
"21533","it was a good",10,"4","it was a",169,0.0591715976331361,"good"
"14560","a good idea",21,"3","a good",355,0.0591549295774648,"idea"
"2500","days and",32,"2","days",541,0.0591497227356747,"and"
"16108","and to the",11,"3","and to",186,0.0591397849462366,"the"
"16189","i really love",11,"3","i really",186,0.0591397849462366,"love"
"16417","we can do",11,"3","we can",186,0.0591397849462366,"do"
"804","over a",83,"2","over",1405,0.0590747330960854,"a"
"788","day i",84,"2","day",1422,0.0590717299578059,"i"
"174","from a",240,"2","from",4067,0.0590115564298008,"a"
"14061","i think that",35,"3","i think",594,0.0589225589225589,"that"
"1538","world and",49,"2","world",832,0.0588942307692308,"and"
"152","at least",276,"2","at",4689,0.0588611644273832,"least"
"3154","story and",27,"2","story",459,0.0588235294117647,"and"
"4252","real life",21,"2","real",357,0.0588235294117647,"life"
"14647","i could do",20,"3","i could",340,0.0588235294117647,"do"
"15542","do not know",13,"3","do not",221,0.0588235294117647,"know"
"7850","area and",12,"2","area",204,0.0588235294117647,"and"
"8475","written about",12,"2","written",204,0.0588235294117647,"about"
"16042","to use them",12,"3","to use",204,0.0588235294117647,"them"
"10186","south and",10,"2","south",170,0.0588235294117647,"and"
"16485","and not the",10,"3","and not",170,0.0588235294117647,"the"
"16715","number of people",10,"3","number of",170,0.0588235294117647,"people"
"11511","site and",9,"2","site",153,0.0588235294117647,"and"
"11512","site is",9,"2","site",153,0.0588235294117647,"is"
"11513","site of",9,"2","site",153,0.0588235294117647,"of"
"17836","if they could",8,"3","if they",136,0.0588235294117647,"could"
"18874","in which case",7,"3","in which",119,0.0588235294117647,"case"
"18875","in which he",7,"3","in which",119,0.0588235294117647,"he"
"18876","in which i",7,"3","in which",119,0.0588235294117647,"i"
"18877","in which to",7,"3","in which",119,0.0588235294117647,"to"
"19094","on it that",7,"3","on it",119,0.0588235294117647,"that"
"19160","since i am",7,"3","since i",119,0.0588235294117647,"am"
"20019","got a few",6,"3","got a",102,0.0588235294117647,"few"
"20474","my first thought",6,"3","my first",102,0.0588235294117647,"thought"
"20475","my first time",6,"3","my first",102,0.0588235294117647,"time"
"21093","told me about",6,"3","told me",102,0.0588235294117647,"about"
"22518","if you have been",5,"4","if you have",85,0.0588235294117647,"been"
"2398","blog and",33,"2","blog",562,0.0587188612099644,"and"
"14376","need to do",25,"3","need to",426,0.0586854460093897,"do"
"14652","i love to",20,"3","i love",341,0.0586510263929619,"to"
"14698","what i do",20,"3","what i",341,0.0586510263929619,"do"
"14699","what i have",20,"3","what i",341,0.0586510263929619,"have"
"13911","for a while",52,"3","for a",887,0.0586245772266065,"while"
"15314","a very long",14,"3","a very",239,0.0585774058577406,"long"
"7263","four years",13,"2","four",222,0.0585585585585586,"years"
"3664","together the",24,"2","together",410,0.0585365853658537,"the"
"3665","together to",24,"2","together",410,0.0585365853658537,"to"
"16381","to help them",11,"3","to help",188,0.0585106382978723,"them"
"16382","to help us",11,"3","to help",188,0.0585106382978723,"us"
"16546","does not have",10,"3","does not",171,0.0584795321637427,"have"
"16547","does not mean",10,"3","does not",171,0.0584795321637427,"mean"
"4776","seen it",19,"2","seen",325,0.0584615384615385,"it"
"14425","i would be",24,"3","i would",411,0.0583941605839416,"be"
"12403","email address",8,"2","email",137,0.0583941605839416,"address"
"12404","email and",8,"2","email",137,0.0583941605839416,"and"
"13098","president and",8,"2","president",137,0.0583941605839416,"and"
"13280","sugar in",8,"2","sugar",137,0.0583941605839416,"in"
"13705","wife of",8,"2","wife",137,0.0583941605839416,"of"
"18090","right now im",8,"3","right now",137,0.0583941605839416,"im"
"18320","was so much",8,"3","was so",137,0.0583941605839416,"much"
"2311","cant be",34,"2","cant",583,0.0583190394511149,"be"
"7272","gave him",13,"2","gave",223,0.0582959641255605,"him"
"29","that the",734,"2","that",12592,0.0582909783989835,"the"
"4828","theres the",19,"2","theres",326,0.0582822085889571,"the"
"13859","i am so",63,"3","i am",1081,0.0582793709528215,"so"
"1566","say i",48,"2","say",824,0.058252427184466,"i"
"8112","loved ones",12,"2","loved",206,0.058252427184466,"ones"
"20099","how i got",6,"3","how i",103,0.058252427184466,"got"
"20176","i still get",6,"3","i still",103,0.058252427184466,"get"
"20177","i still had",6,"3","i still",103,0.058252427184466,"had"
"20178","i still think",6,"3","i still",103,0.058252427184466,"think"
"21218","with all this",6,"3","with all",103,0.058252427184466,"this"
"308","up in",167,"2","up",2867,0.0582490408092082,"in"
"3741","everything i",23,"2","everything",395,0.0582278481012658,"i"
"3742","everything that",23,"2","everything",395,0.0582278481012658,"that"
"16695","may be the",10,"3","may be",172,0.0581395348837209,"the"
"16838","to know about",10,"3","to know",172,0.0581395348837209,"about"
"4879","writing about",19,"2","writing",327,0.0581039755351682,"about"
"14712","as well i",19,"3","as well",327,0.0581039755351682,"i"
"6775","moment in",14,"2","moment",241,0.0580912863070539,"in"
"3087","doing it",27,"2","doing",465,0.0580645161290323,"it"
"3088","doing the",27,"2","doing",465,0.0580645161290323,"the"
"10955","finished up",9,"2","finished",155,0.0580645161290323,"up"
"17467","was in fact",9,"3","was in",155,0.0580645161290323,"fact"
"1910","always been",40,"2","always",689,0.058055152394775,"been"
"7588","taken a",13,"2","taken",224,0.0580357142857143,"a"
"14938","if i can",17,"3","if i",293,0.0580204778156997,"can"
"2396","best of",33,"2","best",569,0.0579964850615114,"of"
"72","you are",462,"2","you",7967,0.0579892054725744,"are"
"15110","that they will",16,"3","that they",276,0.0579710144927536,"will"
"12348","daughter is",8,"2","daughter",138,0.0579710144927536,"is"
"12349","daughter of",8,"2","daughter",138,0.0579710144927536,"of"
"12814","march th",8,"2","march",138,0.0579710144927536,"th"
"13647","watching it",8,"2","watching",138,0.0579710144927536,"it"
"1144","said i",62,"2","said",1070,0.0579439252336449,"i"
"1145","said the",62,"2","said",1070,0.0579439252336449,"the"
"15222","its a great",15,"3","its a",259,0.0579150579150579,"great"
"2433","put on",33,"2","put",570,0.0578947368421053,"on"
"3918","anything else",22,"2","anything",380,0.0578947368421053,"else"
"9106","shes not",11,"2","shes",190,0.0578947368421053,"not"
"9132","stories that",11,"2","stories",190,0.0578947368421053,"that"
"9145","takes the",11,"2","takes",190,0.0578947368421053,"the"
"19031","no one can",7,"3","no one",121,0.0578512396694215,"can"
"19409","to start the",7,"3","to start",121,0.0578512396694215,"the"
"21896","i have to admit",7,"4","i have to",121,0.0578512396694215,"admit"
"1137","did you",62,"2","did",1072,0.0578358208955224,"you"
"10508","wish for",10,"2","wish",173,0.0578034682080925,"for"
"16516","been a bit",10,"3","been a",173,0.0578034682080925,"bit"
"7513","plan is",13,"2","plan",225,0.0577777777777778,"is"
"7668","theyre all",13,"2","theyre",225,0.0577777777777778,"all"
"14397","we are all",25,"3","we are",433,0.0577367205542725,"all"
"14805","and that i",18,"3","and that",312,0.0576923076923077,"i"
"6101","else is",15,"2","else",260,0.0576923076923077,"is"
"8054","information and",12,"2","information",208,0.0576923076923077,"and"
"11558","strong enough",9,"2","strong",156,0.0576923076923077,"enough"
"17228","my life in",9,"3","my life",156,0.0576923076923077,"in"
"20365","its the first",6,"3","its the",104,0.0576923076923077,"first"
"20947","think about how",6,"3","think about",104,0.0576923076923077,"how"
"893","much as",77,"2","much",1335,0.0576779026217228,"as"
"14456","able to get",23,"3","able to",399,0.0576441102756892,"get"
"13830","and i am",74,"3","and i",1284,0.0576323987538941,"am"
"13831","and i was",74,"3","and i",1284,0.0576323987538941,"was"
"15386","i thought that",14,"3","i thought",243,0.0576131687242798,"that"
"8803","heard about",11,"2","heard",191,0.0575916230366492,"about"
"4685","high and",19,"2","high",330,0.0575757575757576,"and"
"12468","fit into",8,"2","fit",139,0.0575539568345324,"into"
"17831","i went through",8,"3","i went",139,0.0575539568345324,"through"
"17832","i went with",8,"3","i went",139,0.0575539568345324,"with"
"7443","news and",13,"2","news",226,0.0575221238938053,"and"
"7739","whether they",13,"2","whether",226,0.0575221238938053,"they"
"15514","and he is",13,"3","and he",226,0.0575221238938053,"is"
"15738","up with some",13,"3","up with",226,0.0575221238938053,"some"
"6150","hours and",15,"2","hours",261,0.0574712643678161,"and"
"15262","that was the",15,"3","that was",261,0.0574712643678161,"the"
"1218","things to",59,"2","things",1027,0.0574488802336904,"to"
"3080","came up",27,"2","came",470,0.0574468085106383,"up"
"1988","home to",39,"2","home",679,0.0574374079528719,"to"
"5410","play a",17,"2","play",296,0.0574324324324324,"a"
"2852","keep it",29,"2","keep",505,0.0574257425742574,"it"
"8264","spent on",12,"2","spent",209,0.0574162679425837,"on"
"121","but the",313,"2","but",5455,0.0573785517873511,"the"
"6637","enjoy it",14,"2","enjoy",244,0.0573770491803279,"it"
"17447","to this blog",9,"3","to this",157,0.0573248407643312,"blog"
"7525","project i",13,"2","project",227,0.0572687224669604,"i"
"3397","getting the",25,"2","getting",437,0.05720823798627,"the"
"2862","myself i",29,"2","myself",507,0.0571992110453649,"i"
"1878","next time",41,"2","next",717,0.0571827057182706,"time"
"157","at a",268,"2","at",4689,0.0571550437193431,"a"
"1201","work with",60,"2","work",1050,0.0571428571428571,"with"
"4395","everyone who",20,"2","everyone",350,0.0571428571428571,"who"
"5074","person in",18,"2","person",315,0.0571428571428571,"in"
"10415","town in",10,"2","town",175,0.0571428571428571,"in"
"16824","time i have",10,"3","time i",175,0.0571428571428571,"have"
"17788","how much they",8,"3","how much",140,0.0571428571428571,"they"
"17789","how much we",8,"3","how much",140,0.0571428571428571,"we"
"17806","i get the",8,"3","i get",140,0.0571428571428571,"the"
"18132","than the other",8,"3","than the",140,0.0571428571428571,"other"
"21730","i wanted to show",8,"4","i wanted to",140,0.0571428571428571,"show"
"20727","so we had",6,"3","so we",105,0.0571428571428571,"had"
"21252","you could have",6,"3","you could",105,0.0571428571428571,"have"
"2835","having the",29,"2","having",508,0.0570866141732283,"the"
"14294","that is not",27,"3","that is",473,0.0570824524312896,"not"
"14295","that is the",27,"3","that is",473,0.0570824524312896,"the"
"14307","to have to",27,"3","to have",473,0.0570824524312896,"to"
"5054","minutes and",18,"2","minutes",316,0.0569620253164557,"and"
"11258","miss the",9,"2","miss",158,0.0569620253164557,"the"
"11305","note of",9,"2","note",158,0.0569620253164557,"of"
"15107","that he had",16,"3","that he",281,0.0569395017793594,"had"
"15108","that he would",16,"3","that he",281,0.0569395017793594,"would"
"18568","because it has",7,"3","because it",123,0.0569105691056911,"has"
"18569","because it would",7,"3","because it",123,0.0569105691056911,"would"
"1157","did it",61,"2","did",1072,0.0569029850746269,"it"
"597","how i",103,"2","how",1811,0.0568746548868029,"i"
"3544","fact i",24,"2","fact",422,0.0568720379146919,"i"
"2855","let them",29,"2","let",510,0.0568627450980392,"them"
"74","you have",453,"2","you",7967,0.056859545625706,"have"
"15223","like to think",15,"3","like to",264,0.0568181818181818,"think"
"5041","live with",18,"2","live",317,0.056782334384858,"with"
"7510","picture and",13,"2","picture",229,0.0567685589519651,"and"
"1505","years of",50,"2","years",881,0.0567536889897843,"of"
"12310","college students",8,"2","college",141,0.0567375886524823,"students"
"13768","youve read",8,"2","youve",141,0.0567375886524823,"read"
"18295","to you and",8,"3","to you",141,0.0567375886524823,"and"
"4031","someone to",22,"2","someone",388,0.0567010309278351,"to"
